PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,__ParsedDate__,Year,Month,MonthName,YearMonth,Quarter,_SpendTemp_,__Delivery__,LeadDays
PO-00733,Epsilon_Group,4/27/2023,5/5/2023,Packaging,Delivered,1070,44.4,40.07,26,Yes,4/27/2023,2023,4,Apr,2023-04,2023Q2,44.4,5/5/2023,8
PO-00734,Beta_Supplies,1/20/2022,2/3/2022,Packaging,Pending,810,71.02,66.8,73,Yes,1/20/2022,2022,1,Jan,2022-01,2022Q1,71.02,3/2/2022,41
PO-00735,Delta_Logistics,7/7/2023,7/23/2023,Packaging,Cancelled,725,66.4,62.1,118,Yes,7/7/2023,2023,7,Jul,2023-07,2023Q3,66.4,7/23/2023,16
PO-00736,Alpha_Inc,2/23/2022,2/28/2022,Electronics,Delivered,1467,34.2,30.5,25,Yes,2/23/2022,2022,2,Feb,2022-02,2022Q1,34.2,2/28/2022,5
PO-00737,Beta_Supplies,12/25/2022,1/12/2023,Packaging,Delivered,1942,93.98,81.31,198,Yes,12/25/2022,2022,12,Dec,2022-12,2022Q4,93.98,12/1/2023,341
PO-00738,Gamma_Co,8/18/2022,,Office Supplies,Delivered,506,84.63,72.69,20,Yes,8/18/2022,2022,8,Aug,2022-08,2022Q3,84.63,,
PO-00739,Alpha_Inc,10/28/2023,11/13/2023,MRO,Delivered,969,76.53,75.64,30,Yes,10/28/2023,2023,10,Oct,2023-10,2023Q4,76.53,11/13/2023,16
PO-00740,Delta_Logistics,3/12/2022,3/19/2022,MRO,Delivered,241,87.42,82.15,,Yes,12/3/2022,2022,12,Dec,2022-12,2022Q4,87.42,3/19/2022,-259
PO-00741,Gamma_Co,10/30/2023,11/9/2023,Raw Materials,Delivered,788,97.3,94.44,32,Yes,10/30/2023,2023,10,Oct,2023-10,2023Q4,97.3,9/11/2023,-49
PO-00742,Gamma_Co,2/11/2022,2/13/2022,Office Supplies,Delivered,1762,74.12,65.71,94,Yes,11/2/2022,2022,11,Nov,2022-11,2022Q4,74.12,2/13/2022,-262
PO-00743,Alpha_Inc,2/1/2022,,Raw Materials,Pending,1172,85.76,81.43,25,Yes,1/2/2022,2022,1,Jan,2022-01,2022Q1,85.76,,
PO-00744,Delta_Logistics,9/11/2022,9/30/2022,Office Supplies,Delivered,1621,75.68,73.78,226,No,11/9/2022,2022,11,Nov,2022-11,2022Q4,75.68,9/30/2022,-40
PO-00745,Alpha_Inc,7/24/2022,7/26/2022,Packaging,Delivered,1027,73.35,65.42,24,No,7/24/2022,2022,7,Jul,2022-07,2022Q3,73.35,7/26/2022,2
PO-00746,Beta_Supplies,1/21/2022,,Raw Materials,Delivered,1058,65.68,57.21,101,Yes,1/21/2022,2022,1,Jan,2022-01,2022Q1,65.68,,
PO-00747,Beta_Supplies,9/29/2023,10/5/2023,Packaging,Delivered,145,85.52,81.86,11,No,9/29/2023,2023,9,Sep,2023-09,2023Q3,85.52,5/10/2023,-142
PO-00748,Epsilon_Group,6/6/2022,,Office Supplies,Delivered,1737,24.88,24.28,46,Yes,6/6/2022,2022,6,Jun,2022-06,2022Q2,24.88,,
PO-00749,Gamma_Co,9/2/2022,9/15/2022,Electronics,Delivered,712,92.85,89.39,43,Yes,2/9/2022,2022,2,Feb,2022-02,2022Q1,92.85,9/15/2022,218
PO-00750,Epsilon_Group,5/10/2022,5/16/2022,Electronics,Delivered,1263,90.24,86.84,28,Yes,10/5/2022,2022,10,Oct,2022-10,2022Q4,90.24,5/16/2022,-142
PO-00751,Delta_Logistics,4/30/2023,,Electronics,Delivered,1809,13.58,12.68,,No,4/30/2023,2023,4,Apr,2023-04,2023Q2,13.58,,
PO-00752,Beta_Supplies,11/17/2023,,Electronics,Cancelled,86,93.6,88.22,5,Yes,11/17/2023,2023,11,Nov,2023-11,2023Q4,93.6,,
PO-00753,Epsilon_Group,4/28/2022,,MRO,Delivered,1853,21.92,20.72,,Yes,4/28/2022,2022,4,Apr,2022-04,2022Q2,21.92,,
PO-00754,Beta_Supplies,8/1/2023,8/2/2023,Electronics,Delivered,1442,43.98,41.82,140,No,1/8/2023,2023,1,Jan,2023-01,2023Q1,43.98,2/8/2023,31
PO-00755,Beta_Supplies,8/12/2022,9/1/2022,Office Supplies,Pending,1768,79.61,74.97,207,No,12/8/2022,2022,12,Dec,2022-12,2022Q4,79.61,1/9/2022,-333
PO-00756,Beta_Supplies,4/22/2023,5/3/2023,Electronics,Partially Delivered,1598,26.3,26.03,154,No,4/22/2023,2023,4,Apr,2023-04,2023Q2,26.3,3/5/2023,-48
PO-00757,Alpha_Inc,12/18/2023,1/5/2024,MRO,Cancelled,328,93.23,82.63,6,Yes,12/18/2023,2023,12,Dec,2023-12,2023Q4,93.23,5/1/2024,135
PO-00758,Epsilon_Group,9/20/2022,9/25/2022,Packaging,Delivered,266,88.29,80.22,4,Yes,9/20/2022,2022,9,Sep,2022-09,2022Q3,88.29,9/25/2022,5
PO-00759,Gamma_Co,1/13/2023,1/28/2023,Raw Materials,Delivered,916,59.01,53.37,47,Yes,1/13/2023,2023,1,Jan,2023-01,2023Q1,59.01,1/28/2023,15
PO-00760,Epsilon_Group,6/21/2022,6/25/2022,Packaging,Cancelled,922,10.84,9.27,29,Yes,6/21/2022,2022,6,Jun,2022-06,2022Q2,10.84,6/25/2022,4
PO-00761,Gamma_Co,9/13/2023,9/28/2023,Packaging,Delivered,1871,39.42,37.41,101,No,9/13/2023,2023,9,Sep,2023-09,2023Q3,39.42,9/28/2023,15
PO-00762,Epsilon_Group,9/14/2023,9/20/2023,Raw Materials,Delivered,1346,72.08,67.04,38,Yes,9/14/2023,2023,9,Sep,2023-09,2023Q3,72.08,9/20/2023,6
PO-00763,Epsilon_Group,4/28/2022,5/9/2022,Electronics,Delivered,1954,99.78,87.47,57,Yes,4/28/2022,2022,4,Apr,2022-04,2022Q2,99.78,9/5/2022,130
PO-00764,Beta_Supplies,6/17/2022,7/6/2022,Electronics,Delivered,111,68.53,65.22,11,Yes,6/17/2022,2022,6,Jun,2022-06,2022Q2,68.53,6/7/2022,-10
PO-00765,Gamma_Co,11/15/2022,11/22/2022,Office Supplies,Pending,645,35.05,30.88,27,Yes,11/15/2022,2022,11,Nov,2022-11,2022Q4,35.05,11/22/2022,7
PO-00766,Gamma_Co,4/21/2022,5/4/2022,Electronics,Cancelled,1953,68.07,62.95,87,Yes,4/21/2022,2022,4,Apr,2022-04,2022Q2,68.07,4/5/2022,-16
PO-00767,Gamma_Co,8/16/2023,9/2/2023,Electronics,Delivered,778,64.17,61.6,47,Yes,8/16/2023,2023,8,Aug,2023-08,2023Q3,64.17,2/9/2023,-188
PO-00768,Epsilon_Group,1/27/2022,2/9/2022,Office Supplies,Delivered,1415,80.19,78.34,,Yes,1/27/2022,2022,1,Jan,2022-01,2022Q1,80.19,9/2/2022,218
PO-00769,Gamma_Co,11/16/2022,11/22/2022,Raw Materials,Delivered,446,20.61,19.46,14,Yes,11/16/2022,2022,11,Nov,2022-11,2022Q4,20.61,11/22/2022,6
PO-00770,Epsilon_Group,8/13/2023,,Office Supplies,Delivered,748,85.95,79.16,32,Yes,8/13/2023,2023,8,Aug,2023-08,2023Q3,85.95,,
PO-00771,Alpha_Inc,11/25/2023,12/3/2023,Electronics,Pending,1092,65.17,63.11,21,Yes,11/25/2023,2023,11,Nov,2023-11,2023Q4,65.17,3/12/2023,-258
PO-00772,Beta_Supplies,1/20/2023,2/2/2023,Electronics,Delivered,226,102.47,99.16,28,Yes,1/20/2023,2023,1,Jan,2023-01,2023Q1,102.47,2/2/2023,13
PO-00773,Delta_Logistics,2/11/2023,2/20/2023,Electronics,Delivered,1685,43.42,42.24,262,Yes,11/2/2023,2023,11,Nov,2023-11,2023Q4,43.42,2/20/2023,-255
PO-00774,Alpha_Inc,7/23/2022,,Office Supplies,Delivered,445,68.94,60.35,7,Yes,7/23/2022,2022,7,Jul,2022-07,2022Q3,68.94,,
PO-00775,Gamma_Co,3/19/2022,4/7/2022,Raw Materials,Delivered,494,94.82,81.89,29,Yes,3/19/2022,2022,3,Mar,2022-03,2022Q1,94.82,7/4/2022,107
PO-00776,Beta_Supplies,8/30/2023,9/11/2023,MRO,Delivered,1306,21.05,18.27,128,Yes,8/30/2023,2023,8,Aug,2023-08,2023Q3,21.05,11/9/2023,71
PO-00777,Beta_Supplies,12/9/2023,12/11/2023,Office Supplies,Delivered,1988,105.2,93.23,187,Yes,9/12/2023,2023,9,Sep,2023-09,2023Q3,105.2,11/12/2023,61
